time,frame,x,y,size_inv,roll,pitch,thrust,yaw
0.0005400180816650391,1,148,79,0.0023148148148148147,1498.5,1490.0,1355.25,1500
0.02274799346923828,2,148,80,0.002178649237472767,1498.2,1488.5021786492375,1355.0,1500
0.044595956802368164,3,148,79,0.0023148148148148147,1497.9000000000001,1489.8638344226579,1355.25,1500
0.06640386581420898,4,148,80,0.0021008403361344537,1497.5999999999999,1487.5101151571739,1355.0,1500
0.08818602561950684,5,148,80,0.0021008403361344537,1497.3,1487.2961406784937,1355.0,1500
0.1100010871887207,6,148,79,0.0023148148148148147,1497.0,1489.4358854652971,1355.25,1500
0.13182497024536133,7,148,79,0.002232142857142857,1496.7,1488.5264939309056,1355.25,1500
0.15355706214904785,8,148,80,0.002178649237472767,1496.4000000000001,1487.8553921568628,1355.0,1500
0.17528200149536133,9,147,80,0.0022624434389140274,1495.9749999999999,1488.6409627953747,1355.0,1500
0.19731807708740234,10,148,80,0.002178649237472767,1495.7750000000001,1487.6668552036199,1355.0,1500
0.2193300724029541,11,148,80,0.002178649237472767,1495.8050000000001,1487.5306896262778,1355.0,1500
0.2414379119873047,12,148,80,0.002178649237472767,1495.8050000000001,1487.5306896262778,1355.0,1500
0.26345300674438477,13,148,80,0.002178649237472767,1495.8050000000001,1487.3945240489359,1355.0,1500
0.28560686111450195,14,148,80,0.002178649237472767,1495.7449999999999,1487.4723329502742,1355.0,1500
0.307689905166626,15,148,80,0.002178649237472767,1495.7449999999999,1487.5501418516124,1355.0,1500
0.32984209060668945,16,148,80,0.0022624434389140274,1495.7449999999999,1488.3357124901243,1355.0,1500
0.3518710136413574,17,149,80,0.002178649237472767,1495.8399999999999,1487.4442768560416,1355.0,1500
0.3739190101623535,18,149,80,0.002178649237472767,1495.835,1487.4442768560416,1355.0,1500
0.39594101905822754,19,149,80,0.002178649237472767,1495.885,1487.3604826546002,1355.0,1500
0.4179699420928955,20,149,80,0.002178649237472767,1495.8800000000001,1487.3604826546002,1355.0,1500
0.440079927444458,21,149,80,0.002178649237472767,1495.875,1487.3604826546002,1355.0,1500
0.46221399307250977,22,149,80,0.002178649237472767,1495.9300000000001,1487.3604826546002,1355.0,1500
0.48455190658569336,23,149,80,0.002178649237472767,1495.9849999999999,1487.3604826546002,1355.0,1500
0.5067589282989502,24,149,80,0.002178649237472767,1496.04,1487.3604826546002,1355.0,1500
0.5287890434265137,25,149,80,0.002178649237472767,1496.095,1487.3604826546002,1355.0,1500
0.550879955291748,26,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.5729000568389893,27,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.5950520038604736,28,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.6174869537353516,29,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.6396808624267578,30,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.6617109775543213,31,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.6837248802185059,32,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.7059359550476074,33,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.7282130718231201,34,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.7502410411834717,35,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.7722699642181396,36,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.7945859432220459,37,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.8168430328369141,38,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.8392179012298584,39,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.8613560199737549,40,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.8834719657897949,41,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.9055869579315186,42,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.9279508590698242,43,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.9499819278717041,44,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.9720430374145508,45,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
0.9940049648284912,46,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.0161640644073486,47,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.0381159782409668,48,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.0601398944854736,49,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.0820939540863037,50,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.104132890701294,51,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.1261019706726074,52,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.148141860961914,53,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.1700959205627441,54,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.1921379566192627,55,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
1.2141940593719482,56,149,80,0.002178649237472767,1496.1500000000001,1487.2766884531591,1355.0,1500
