time,x,y,size_inv,roll,pitch,thrust,yaw
0.0007960796356201172,158,50.0,5283.0294339516986,1499.54,1495.0,1350,1499.992
0.02346205711364746,158,49.9295,5283.0294339516986,1499.48,1495.0,1350,1499.992
0.04557609558105469,158,49.9295,5283.0294339516986,1499.4200000000001,1495.0,1350,1499.992
0.06758809089660645,158,49.9295,5283.0294339516986,1499.3599999999999,1495.0,1350,1499.992
0.08959603309631348,158,49.9295,5283.0294339516986,1499.3,1495.0,1350,1499.992
0.11157917976379395,158,49.9295,5283.0294339516986,1499.24,1495.0,1350,1499.992
0.13355517387390137,158,49.9295,5283.0294339516986,1499.1800000000001,1495.0,1350,1499.992
0.15553808212280273,158,49.9295,5283.0294339516986,1499.1199999999999,1495.0,1350,1499.992
0.17751502990722656,158,49.9295,5283.0294339516986,1499.0599999999999,1495.0,1350,1499.992
0.19949603080749512,158,49.9295,5283.0294339516986,1499.0,1495.0,1350,1499.992
0.22168707847595215,158,49.9295,5283.0294339516986,1499.0,1495.0,1350,1499.992
0.24407219886779785,158,49.953,5283.0294339516986,1499.0,1495.0,1350,1499.992
0.266402006149292,159,49.9765,5283.0294339516986,1501.4300000000001,1495.0,1350,1499.9960000000001
0.28873705863952637,158,50.9765,5283.0294339516986,1501.23,1495.0,1350,1499.992
0.31115221977233887,158,51.0235,5283.0294339516986,1501.23,1495.0,1350,1499.992
0.3336191177368164,159,52.047,5283.0294339516986,1503.6600000000001,1495.0,1350,1499.9960000000001
0.3559582233428955,159,53.141,5283.0294339516986,1505.8900000000001,1495.0,1350,1499.9960000000001
0.37828707695007324,159,55.235,5283.0294339516986,1503.72,1495.0,1350,1499.9960000000001
0.40062403678894043,160,57.329,5283.0294339516986,1508.3800000000001,1495.0,1345.2088799999999,1500.0
0.42320919036865234,160,59.376,5283.0294339516986,1512.8399999999999,1495.0,1332.21272,1500.0
0.4457380771636963,161,60.3995,5283.0294339516986,1515.3299999999999,1495.0,1321.83672,1500.0039999999999
0.46814799308776855,161,61.376,5283.0294339516986,1517.6199999999999,1495.0,1313.1422,1500.0039999999999
0.4905281066894531,161,61.3525,5283.0294339516986,1520,1495.0,1311.5127600000001,1500.0039999999999
0.5128641128540039,161,61.329,5283.0294339516986,1519.97,1495.0,1314.4203600000001,1500.0039999999999
0.5352151393890381,162,61.329,5283.0294339516986,1520,1495.0,1322.9674400000001,1500.008
0.5575301647186279,162,61.282,5283.0294339516986,1518.1800000000001,1495.0,1333.1124400000001,1500.008
0.5799081325531006,162,62.2585,5283.0294339516986,1516.0699999999999,1495.0,1341.8694399999999,1500.008
0.6023051738739014,162,62.2585,5224.3291069077914,1513.96,1495.0,1348.8846000000001,1500.008
0.6246650218963623,161,63.282,5224.3291069077914,1511.5899999999999,1495.0,1350,1500.0039999999999
0.6470081806182861,161,64.3055,5165.6287798638832,1505.02,1495.0,1347.4258,1500.0039999999999
0.6693980693817139,162,65.329,5106.928452819976,1503.05,1495.0,1341.5701200000001,1500.008
0.6917850971221924,161,67.3525,5106.928452819976,1498.45,1495.0,1333.00676,1500.0039999999999
0.7141611576080322,161,68.376,5106.928452819976,1494.05,1495.0,1324.2015200000001,1500.0039999999999
0.7365250587463379,161,69.376,5106.928452819976,1494.05,1495.0,1316.8822399999999,1500.0039999999999
0.7589070796966553,161,69.329,5048.2281257760678,1496.22,1495.0,1313.7528400000001,1500.0039999999999
0.7813889980316162,161,69.282,4989.5277987321606,1493.99,1495.0,1313.6208399999998,1500.0039999999999
0.8038761615753174,160,70.2585,4989.5277987321606,1493.73,1495.0,1315.1922399999999,1500.0
0.8262481689453125,160,70.2115,5048.2281257760678,1493.6700000000001,1495.0,1320.9253200000001,1500.0
0.8486330509185791,160,70.188,4989.5277987321606,1491.4400000000001,1495.0,1328.0720799999999,1500.0
0.8710370063781738,161,70.1645,4989.5277987321606,1491.6400000000001,1495.0,1333.72912,1500.0039999999999
0.8934600353240967,160,71.1645,5048.2281257760678,1491.3800000000001,1495.0,1335.1944000000001,1500.0
0.9158380031585693,159,72.1645,5048.2281257760678,1491.1199999999999,1495.0,1335.20192,1499.9960000000001
0.9382321834564209,159,72.1645,4989.5277987321606,1491.0599999999999,1495.0,1334.88588,1499.9960000000001
0.9608561992645264,158,73.188,4930.8274716882534,1488.5699999999999,1495.0,1330.442,1499.992
0.9834880828857422,159,75.2115,4989.5277987321606,1484.3099999999999,1495.0,1321.8824,1499.9960000000001
1.005873203277588,157,76.235,5048.2281257760678,1480,1495.0,1315.9128800000001,1499.9880000000001
1.0282130241394043,156,78.2585,5048.2281257760678,1480,1495.0,1307.3014800000001,1499.9839999999999
1.0506401062011719,156,79.282,5048.2281257760678,1480,1495.0,1298.4801600000001,1499.9839999999999
1.0732531547546387,155,80.282,5106.928452819976,1480,1495.0,1291.1448,1499.98
1.0956151485443115,156,81.282,5165.6287798638832,1480,1495.0,1288.0672,1499.9839999999999
1.1179580688476562,155,81.282,5165.6287798638832,1480,1495.0,1287.6954000000001,1499.98
1.140282154083252,154,82.2585,5165.6287798638832,1480,1495.0,1289.0514400000002,1499.9760000000001
1.162607192993164,154,82.235,5224.3291069077914,1480,1495.0,1294.50712,1499.9760000000001
1.1849370002746582,154,82.2115,5283.0294339516986,1480,1495.0,1301.4046800000001,1499.9760000000001
1.2072770595550537,153,82.2115,5224.3291069077914,1480,1495.0,1308.3220800000001,1499.972
1.229628086090088,153,83.2115,5224.3291069077914,1480,1495.0,1311.2075199999999,1499.972
1.2519891262054443,153,83.2115,5224.3291069077914,1480,1495.0,1315.2752,1499.972
