time,x,y,roll,pitch,thrust,yaw
3.16912579536438,158,64,1499.8,1500,1384.0,1498.0
3.1921567916870117,159,64,1499.9000000000001,1500,1384.0,1499.0
3.2150468826293945,158,64,1499.8,1500,1384.0,1498.0
3.23834490776062,158,64,1499.8,1500,1384.0,1498.0
3.2613258361816406,158,63,1499.8,1500,1384.25,1498.0
3.2844088077545166,159,62,1499.9000000000001,1500,1384.5,1499.0
3.3072919845581055,158,62,1499.8,1500,1384.5,1498.0
3.330371856689453,159,62,1499.9000000000001,1500,1384.5,1499.0
3.3536229133605957,159,62,1499.9000000000001,1500,1384.5,1499.0
3.3766238689422607,160,62,1500.0,1500,1384.5,1500.0
3.399488925933838,159,62,1499.9000000000001,1500,1384.5,1499.0
3.4224178791046143,159,61,1499.9000000000001,1500,1384.75,1499.0
3.4453699588775635,158,61,1499.8,1500,1384.75,1498.0
3.4683048725128174,161,61,1500.0999999999999,1500,1384.75,1501.0
3.491309881210327,160,61,1500.0,1500,1384.75,1500.0
3.5143368244171143,160,61,1500.0,1500,1384.75,1500.0
3.537268877029419,161,60,1500.0999999999999,1500,1385.0,1501.0
3.560208797454834,161,59,1500.0999999999999,1500,1385.25,1501.0
3.5833609104156494,161,58,1500.0999999999999,1500,1385.5,1501.0
3.606336832046509,161,58,1500.0999999999999,1500,1385.5,1501.0
3.629157781600952,161,59,1500.0999999999999,1500,1385.25,1501.0
3.652113914489746,161,59,1500.0999999999999,1500,1385.25,1501.0
3.6752138137817383,161,59,1500.0999999999999,1500,1385.25,1501.0
3.698164939880371,159,58,1499.9000000000001,1500,1385.5,1499.0
3.7211837768554688,160,58,1500.0,1500,1385.5,1500.0
3.74422287940979,160,57,1500.0,1500,1385.75,1500.0
3.7670278549194336,158,56,1499.8,1500,1386.0,1498.0
3.790057897567749,159,56,1499.9000000000001,1500,1386.0,1499.0
3.8130199909210205,159,57,1499.9000000000001,1500,1385.75,1499.0
3.836277961730957,159,57,1499.9000000000001,1500,1385.75,1499.0
3.8593668937683105,159,58,1499.9000000000001,1500,1385.5,1499.0
3.8823869228363037,159,58,1499.9000000000001,1500,1385.5,1499.0
3.905282974243164,158,59,1499.8,1500,1385.25,1498.0
3.928299903869629,156,59,1499.5999999999999,1500,1385.25,1496.0
3.9512438774108887,157,59,1499.7,1500,1385.25,1497.0
3.9744157791137695,157,59,1499.7,1500,1385.25,1497.0
3.997255802154541,157,59,1499.7,1500,1385.25,1497.0
4.020245790481567,157,59,1499.7,1500,1385.25,1497.0
4.04343581199646,157,60,1499.7,1500,1385.0,1497.0
4.0664918422698975,157,60,1499.7,1500,1385.0,1497.0
4.089399814605713,155,59,1499.5,1500,1385.25,1495.0
4.112432956695557,155,59,1499.5,1500,1385.25,1495.0
4.1352598667144775,156,58,1499.5999999999999,1500,1385.5,1496.0
4.15822696685791,156,58,1499.5999999999999,1500,1385.5,1496.0
4.1812779903411865,157,58,1499.7,1500,1385.5,1497.0
4.204450845718384,156,58,1499.5999999999999,1500,1385.5,1496.0
4.227311849594116,157,58,1499.7,1500,1385.5,1497.0
4.250365972518921,158,58,1499.8,1500,1385.5,1498.0
4.273551940917969,158,58,1499.8,1500,1385.5,1498.0
4.296464920043945,158,58,1499.8,1500,1385.5,1498.0
4.319276809692383,158,58,1499.8,1500,1385.5,1498.0
4.342314004898071,156,57,1499.5999999999999,1500,1385.75,1496.0
4.365303993225098,156,56,1499.5999999999999,1500,1386.0,1496.0
4.388260841369629,157,56,1499.7,1500,1386.0,1497.0
4.411309003829956,158,56,1499.8,1500,1386.0,1498.0
4.434436798095703,158,56,1499.8,1500,1386.0,1498.0
4.457354784011841,157,56,1499.7,1500,1386.0,1497.0
4.480343818664551,157,56,1499.7,1500,1386.0,1497.0
4.503344774246216,158,55,1499.8,1500,1386.25,1498.0
4.52642297744751,158,54,1499.8,1500,1386.5,1498.0
4.549278974533081,158,54,1499.8,1500,1386.5,1498.0
4.572259902954102,158,54,1499.8,1500,1386.5,1498.0
4.59527587890625,159,54,1499.9000000000001,1500,1386.5,1499.0
4.6181957721710205,159,54,1499.9000000000001,1500,1386.5,1499.0
4.641153812408447,157,53,1499.7,1500,1386.75,1497.0
4.664235830307007,158,53,1499.8,1500,1386.75,1498.0
4.687159776687622,158,52,1499.8,1500,1387.0,1498.0
4.710131883621216,158,51,1499.8,1500,1387.25,1498.0
4.733059883117676,158,51,1499.8,1500,1387.25,1498.0
4.756158828735352,158,50,1499.8,1500,1387.5,1498.0
4.779042959213257,158,51,1499.8,1500,1387.25,1498.0
4.802082777023315,158,51,1499.8,1500,1387.25,1498.0
4.825032949447632,157,52,1499.7,1500,1387.0,1497.0
4.84804892539978,157,52,1499.7,1500,1387.0,1497.0
4.871181964874268,157,51,1499.7,1500,1387.25,1497.0
4.894551992416382,157,51,1499.7,1500,1387.25,1497.0
4.9173948764801025,156,51,1499.5999999999999,1500,1387.25,1496.0
4.940457820892334,155,51,1499.5,1500,1387.25,1495.0
4.96363091468811,156,52,1499.5999999999999,1500,1387.0,1496.0
4.986499786376953,156,52,1499.5999999999999,1500,1387.0,1496.0
5.009346961975098,155,52,1499.5,1500,1387.0,1495.0
5.032232999801636,156,52,1499.5999999999999,1500,1387.0,1496.0
5.055423974990845,155,50,1499.5,1500,1387.5,1495.0
5.078480005264282,155,51,1499.5,1500,1387.25,1495.0
5.101411819458008,155,51,1499.5,1500,1387.25,1495.0
5.124569892883301,155,51,1499.5,1500,1387.25,1495.0
5.147388935089111,155,51,1499.5,1500,1387.25,1495.0
5.170289993286133,155,51,1499.5,1500,1387.25,1495.0
5.193286895751953,155,52,1499.5,1500,1387.0,1495.0
5.216416835784912,155,51,1499.5,1500,1387.25,1495.0
5.239287853240967,155,50,1499.5,1500,1387.5,1495.0
5.262312889099121,153,50,1499.3,1500,1387.5,1493.0
5.285364866256714,155,49,1499.5,1500,1387.75,1495.0
5.308297872543335,154,49,1499.4000000000001,1500,1387.75,1494.0
5.331281900405884,154,50,1499.4000000000001,1500,1387.5,1494.0
5.3544158935546875,153,50,1499.3,1500,1387.5,1493.0
5.377267837524414,155,50,1499.5,1500,1387.5,1495.0
5.4002227783203125,154,50,1499.4000000000001,1500,1387.5,1494.0
5.423077821731567,154,49,1499.4000000000001,1500,1387.75,1494.0
5.446184873580933,154,48,1499.4000000000001,1500,1388.0,1494.0
5.469064950942993,154,47,1499.4000000000001,1500,1388.25,1494.0
5.492017984390259,155,47,1499.5,1500,1388.25,1495.0
5.51500391960144,155,46,1499.5,1500,1388.5,1495.0
5.538057804107666,155,46,1499.5,1500,1388.5,1495.0
5.561040878295898,154,46,1499.4000000000001,1500,1388.5,1494.0
5.584059000015259,153,46,1499.3,1500,1388.5,1493.0
5.606985807418823,154,45,1499.4000000000001,1500,1388.75,1494.0
5.6298627853393555,153,44,1499.3,1500,1389.0,1493.0
5.652771949768066,153,44,1499.3,1500,1389.0,1493.0
5.6757588386535645,153,44,1499.3,1500,1389.0,1493.0
5.698811769485474,154,44,1499.4000000000001,1500,1389.0,1494.0
5.72180700302124,154,43,1499.4000000000001,1500,1389.25,1494.0
5.744748830795288,152,42,1499.2,1500,1389.5,1492.0
5.767657995223999,152,42,1499.2,1500,1389.5,1492.0
5.790601968765259,154,41,1499.4000000000001,1500,1389.75,1494.0
5.813699960708618,153,41,1499.3,1500,1389.75,1493.0
5.836688995361328,153,42,1499.3,1500,1389.5,1493.0
5.859602928161621,154,42,1499.4000000000001,1500,1389.5,1494.0
5.882569789886475,152,41,1499.2,1500,1389.75,1492.0
5.905375957489014,152,41,1499.2,1500,1389.75,1492.0
5.928297996520996,154,41,1499.4000000000001,1500,1389.75,1494.0
5.951402902603149,154,40,1499.4000000000001,1500,1390.0,1494.0
5.9745259284973145,153,40,1499.3,1500,1390.0,1493.0
5.997370004653931,153,40,1499.3,1500,1390.0,1493.0
6.020273923873901,151,40,1499.0999999999999,1500,1390.0,1491.0
6.0434558391571045,152,40,1499.2,1500,1390.0,1492.0
6.06646990776062,150,39,1499.0,1500,1390,1490.0
6.089212894439697,151,38,1499.0999999999999,1500,1390,1491.0
6.112080812454224,150,37,1499.0,1500,1390,1490.0
6.134795904159546,150,37,1499.0,1500,1390,1490.0
