time,x,y,size_inv,roll,pitch,thrust,yaw
0.001313924789428711,165,39.0,1761.009811317233,1501.1500000000001,1498.6880784905379,1350,1500.0
0.02589702606201172,165,39.188,1761.009811317233,1501.3,1498.6880784905379,1350,1500.0
0.0502018928527832,165,39.188,1761.009811317233,1501.45,1498.6880784905379,1350,1500.0
0.07440686225891113,165,39.188,1761.009811317233,1501.5999999999999,1498.6880784905379,1350,1500.0
0.09862089157104492,165,39.188,1761.009811317233,1501.75,1498.6880784905379,1350,1500.0
0.12279796600341797,164,39.188,1761.009811317233,1501.6700000000001,1498.6880784905379,1350,1500.0
0.14699101448059082,165,39.188,1761.009811317233,1502.02,1498.6880784905379,1350,1500.0
0.17135095596313477,165,39.188,1761.009811317233,1502.1700000000001,1498.6880784905379,1350,1500.0
0.19554805755615234,165,39.188,1761.009811317233,1502.3199999999999,1498.6880784905379,1350,1500.0
0.21976184844970703,165,39.188,1761.009811317233,1502.47,1498.6880784905379,1350,1500.0
0.24423599243164062,165,39.188,1761.009811317233,1504.6700000000001,1498.6880784905379,1350,1500.0
0.26905393600463867,165,39.2585,1761.009811317233,1504.6700000000001,1498.6880784905379,1350,1500.0
0.293881893157959,163,39.2115,1761.009811317233,1499.8099999999999,1498.6880784905379,1350,1500.0
0.31882286071777344,162,38.188,1768.6663757142646,1492.9200000000001,1499.0555935815953,1350,1500.0
0.3437540531158447,162,38.141,1776.3229401112962,1486.23,1499.7293712485341,1350,1500.0
0.3686540126800537,161,38.1175,1776.3229401112962,1480,1500.3418964002967,1350,1500.0
0.3935120105743408,162,39.1645,1776.3229401112962,1480,1500.9544215520593,1350,1500.0
0.4183669090270996,163,42.2115,1776.3229401112962,1480,1501.5669467038217,1350,1500.0
0.443173885345459,163,44.235,1776.3229401112962,1481.73,1501.5669467038217,1350,1500.0
0.46805286407470703,164,45.2115,1776.3229401112962,1492.9000000000001,1500.9544215520593,1350,1500.0
0.4929468631744385,164,46.188,1769.2789008660275,1508.27,1500.0037825165239,1350,1500.0
0.5178990364074707,164,47.1175,1762.2348616207587,1519.24,1498.7713819111775,1341.7501600000001,1500.0
0.5429320335388184,165,49.0705,1755.1908223754897,1520,1497.2572197360207,1333.6096,1500.0
0.5678000450134277,165,51.0235,1733.9880286606335,1520,1495.0879383523941,1329.7144800000001,1500.0
0.5926949977874756,165,53.0235,1712.7852349457771,1520,1492.3768077960544,1325.6810799999998,1500.0
0.617603063583374,164,56.047,1699.2390056279523,1517.3699999999999,1489.7486037217996,1318.8317999999999,1500.0
0.6426498889923096,163,62.1175,1679.6722299466498,1510.5999999999999,1486.8530873890063,1300.7632800000001,1500.0
0.6676380634307861,163,65.1645,1660.1054542653474,1501.8,1483.7384231685824,1283.2597600000001,1500.0
0.6926820278167725,162,69.188,1640.5386785840449,1490.5699999999999,1481.537311418095,1261.50704,1500.0
0.7176709175109863,162,72.2115,1620.9719029027424,1481.71,1480.249752137544,1250,1500.0
0.7425968647003174,162,75.2115,1608.4491664667087,1480,1479.3195724891289,1250,1500.0
0.7673699855804443,162,81.2115,1590.33592269316,1480,1478.9037195157653,1250,1500.0
0.7922358512878418,162,84.235,1572.2226789196113,1480,1479.0469172761532,1250,1500.0
0.816990852355957,162,87.282,1560.6116252186187,1485.8099999999999,1479.4949207149916,1250,1500.0
0.8419630527496338,161,91.3525,1549.000571517626,1489.8900000000001,1480.1957123117006,1250,1500.0
0.8668279647827148,162,94.3995,1532.1845627092916,1494.4300000000001,1480.642193657387,1250,1500.0
0.8918728828430176,161,101.4465,1526.5940553717767,1494.1700000000001,1481.6212471959711,1250,1500.0
0.9166960716247559,161,104.517,1521.0035480342617,1494.1099999999999,1483.0430689156865,1250,1500.0
0.9416539669036865,160,106.5405,1510.2080855894051,1489.45,1484.1376457655761,1250,1500.0
0.966472864151001,159,109.5875,1504.6175782518899,1486.96,1485.196455231651,1250,1500.0
0.9914488792419434,159,111.611,1499.0270709143749,1480.27,1486.8760156514511,1250,1500.0
1.0163259506225586,158,115.611,1499.0270709143749,1480,1488.3230109660103,1250,1500.0
1.041071891784668,158,117.6345,1499.0270709143749,1480,1489.4927171166289,1250,1500.0
1.0661370754241943,158,118.658,1499.0270709143749,1480,1491.0616181147961,1250,1500.0
1.0909810066223145,157,119.658,1504.6175782518899,1480,1492.8816619041256,1250,1500.0
1.115799903869629,156,122.658,1509.8225333592316,1480,1494.6814197145754,1250,1500.0
1.1405320167541504,156,122.658,1509.8225333592316,1480,1496.2159175906656,1250,1500.0
1.1652469635009766,156,123.658,1509.8225333592316,1480,1497.5267951732553,1250,1500.0
1.189945936203003,155,123.6345,1509.8225333592316,1480,1498.4058542580508,1250,1500.0
1.2146639823913574,155,124.6345,1509.8225333592316,1480,1498.6140524623445,1250,1500.0
1.239393949508667,154,124.611,1509.8225333592316,1480,1498.1822339645503,1250,1500.0
1.264098882675171,154,123.5875,1504.6175782518899,1480,1497.5005776216037,1250,1500.0
1.288809061050415,153,123.564,1504.6175782518899,1480,1496.8605609195158,1250,1500.0
1.3135039806365967,153,122.517,1499.4126231445484,1480,1495.9707063722753,1254.42588,1500.0
1.338413953781128,153,121.4935,1488.6171606996918,1480,1494.8279295620414,1266.94516,1500.0
1.3632709980010986,152,120.47,1483.4122055923501,1480,1493.7298768105072,1276.7924800000001,1500.0
1.3881218433380127,152,120.4465,1473.349292384823,1480,1492.6068402744581,1282.6078400000001,1500.0
1.413011074066162,151,119.4465,1468.1443372774816,1480,1491.3144691989166,1289.6092000000001,1500.0
